Id,Img Id,Da,Dp,FWidth,FLength,FThickness,ELength,EThickness,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,L/T Ratio,T/L Aspect Ratio,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Transparency,Curvature,Surface Area,Filter0,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,L/W Ratio,W/L Ratio,W/T Ratio,T/W Ratio,CHull Surface Area,Sieve,Angularity,Ellipticity,Fiber Length,Fiber Width
738,4692,1.142,1.227,1.228,1.655,0.683,1.565,0.673,1.234,0.727,1.024,3.855,1.047,3.815,0.931,2.422,0.413,0.69,0.476,0.43,0.866,0.978,0.022,0.99,0.906,0,0.193,0,4.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.348,0.742,1.797,0.556,4.186,0.955,35,2.325,1.098,0.877
7984,11389,1.209,1.275,1.363,1.48,0.683,1.469,0.71,1.338,0.722,1.148,4.006,1.162,3.987,0.948,2.167,0.461,0.817,0.667,0.483,0.899,0.988,0.012,0.995,1.135,0,0.179,0,4.591,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.086,0.921,1.996,0.501,4.648,1.023,24.667,2.07,0,0
6295,9907,1.402,1.504,1.429,1.95,0.683,1.995,0.688,1.452,0.997,1.544,4.726,1.571,4.7,0.932,2.856,0.35,0.719,0.517,0.345,0.869,0.983,0.017,0.995,1.159,0,0.187,0,6.175,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.365,0.733,2.092,0.478,6.283,1.056,20,2.899,1.51,0.704
3580,7788,1.436,1.615,1.323,2.174,0.683,2.083,0.684,1.388,1.029,1.619,5.074,1.666,5.025,0.889,3.184,0.314,0.66,0.436,0.329,0.79,0.972,0.028,0.99,1.091,0,0.182,0,6.478,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.643,0.609,1.938,0.516,6.663,1.003,32.609,3.044,1.694,0.658
7651,11073,1.343,1.479,1.491,1.824,0.681,1.735,0.693,1.457,0.97,1.417,4.645,1.467,4.604,0.908,2.678,0.373,0.736,0.542,0.399,0.825,0.966,0.034,0.991,1.14,0,0.18,0,5.669,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.224,0.817,2.188,0.457,5.869,1.086,28.333,2.504,1.351,0.661
3313,7573,1.386,1.502,1.346,1.868,0.681,1.887,0.688,1.335,0.896,1.509,4.72,1.542,4.683,0.923,2.744,0.364,0.742,0.551,0.365,0.851,0.978,0.022,0.992,1.187,0,0.178,0,6.035,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.388,0.72,1.977,0.506,6.17,1.013,25.161,2.743,1.442,0.699
6524,10069,1.256,1.368,1.233,1.952,0.68,1.917,0.704,1.204,0.857,1.24,4.298,1.257,4.283,0.918,2.87,0.348,0.644,0.414,0.368,0.843,0.986,0.014,0.997,0.934,0,0.208,0,4.96,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.583,0.632,1.813,0.551,5.028,0.957,22.8,2.721,1.124,0.797
2181,6422,1.081,1.207,1.142,1.466,0.68,1.439,0.677,1.171,0.596,0.918,3.793,0.947,3.737,0.896,2.157,0.464,0.738,0.544,0.471,0.802,0.969,0.031,0.985,0.922,0,0.202,0,3.673,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.283,0.779,1.681,0.595,3.789,0.911,27.2,2.125,1.053,0.699
28,3625,1.658,1.773,1.579,2.701,0.679,2.6,0.706,1.514,1.517,2.16,5.568,2.217,5.516,0.936,3.977,0.251,0.614,0.377,0.271,0.875,0.974,0.026,0.991,1.177,0,0.163,0,8.639,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.711,0.584,2.324,0.43,8.87,1.129,25.417,3.685,1.229,0.762
8977,12406,1.301,1.44,1.384,1.805,0.679,1.824,0.687,1.375,0.888,1.329,4.523,1.356,4.505,0.903,2.658,0.376,0.721,0.519,0.376,0.816,0.98,0.02,0.996,1.084,0,0.215,0,5.314,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.304,0.767,2.039,0.491,5.423,1.032,21.364,2.656,1.36,0.729
2454,6745,1.147,1.317,0.866,1.727,0.679,1.695,0.673,0.882,0.532,1.033,4.137,1.056,4.114,0.871,2.544,0.393,0.664,0.441,0.397,0.759,0.978,0.022,0.995,0.881,0,0.2,0,4.132,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.994,0.501,1.276,0.784,4.225,0.772,23.5,2.517,1.396,0.589
3666,7861,1.307,1.431,1.356,1.946,0.679,1.818,0.681,1.344,0.938,1.341,4.495,1.362,4.467,0.913,2.867,0.349,0.672,0.451,0.375,0.834,0.985,0.015,0.994,1.015,0,0.229,0,5.365,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.435,0.697,1.998,0.501,5.448,1.017,23.571,2.668,1.25,0.626
3288,7551,1.135,1.215,1.19,1.457,0.678,1.453,0.681,1.229,0.616,1.012,3.818,1.031,3.793,0.934,2.148,0.466,0.779,0.607,0.469,0.873,0.982,0.018,0.993,1.024,0,0.175,0,4.05,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.224,0.817,1.754,0.57,4.122,0.934,22,2.133,0,0
2041,6258,1.068,1.152,1.12,1.571,0.678,1.592,0.666,1.126,0.625,0.897,3.619,0.911,3.598,0.928,2.317,0.432,0.68,0.462,0.419,0.86,0.984,0.016,0.994,0.841,0,0.195,0,3.586,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.403,0.713,1.651,0.606,3.643,0.899,26.875,2.389,1.122,0.71
2990,7282,1.161,1.243,1.287,1.544,0.678,1.533,0.686,1.261,0.706,1.059,3.906,1.068,3.894,0.934,2.276,0.439,0.752,0.566,0.447,0.872,0.991,0.009,0.997,1.011,0,0.188,0,4.234,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.199,0.834,1.898,0.527,4.273,0.983,30.556,2.236,1.014,0.793
2780,7077,1.197,1.346,1.206,1.76,0.678,1.745,0.694,1.122,0.753,1.124,4.228,1.176,4.157,0.889,2.595,0.385,0.68,0.462,0.398,0.79,0.956,0.044,0.983,0.942,0,0.189,0,4.498,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.46,0.685,1.778,0.562,4.706,0.942,28.846,2.515,1.353,0.824
7841,11257,1.279,1.377,1.201,1.656,0.678,1.679,0.66,1.223,0.706,1.284,4.326,1.308,4.3,0.929,2.442,0.41,0.772,0.597,0.393,0.862,0.982,0.018,0.994,1.144,0,0.184,0,5.137,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.379,0.725,1.771,0.565,5.233,0.939,20.952,2.542,1.236,0.671
665,4594,1.288,1.442,1.465,1.955,0.678,1.933,0.658,1.426,1.016,1.302,4.53,1.321,4.512,0.893,2.885,0.347,0.659,0.434,0.34,0.797,0.986,0.014,0.996,0.983,0,0.203,0,5.21,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.335,0.749,2.161,0.463,5.282,1.071,25.769,2.939,1.531,0.757
515,4397,1.174,1.242,1.227,1.471,0.678,1.534,0.703,1.235,0.641,1.083,3.901,1.093,3.881,0.946,2.172,0.46,0.798,0.637,0.458,0.894,0.991,0.009,0.995,1.086,0,0.17,0,4.331,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.199,0.834,1.811,0.552,4.37,0.952,24.091,2.182,0,0
9279,12719,1.205,1.288,1.359,1.65,0.678,1.706,0.666,1.327,0.795,1.141,4.045,1.148,4.034,0.936,2.435,0.411,0.731,0.534,0.391,0.876,0.994,0.006,0.997,1.021,0,0.181,0,4.564,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.214,0.824,2.005,0.499,4.591,1.018,32.105,2.56,1.058,0.926
7968,11374,1.185,1.296,1.292,1.636,0.677,1.598,0.7,1.329,0.749,1.102,4.071,1.132,4.018,0.914,2.416,0.414,0.724,0.524,0.438,0.836,0.973,0.027,0.987,0.995,0,0.313,0.031,4.409,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.267,0.789,1.907,0.524,4.529,0.984,25.385,2.282,1.227,0.7
1764,5925,1.122,1.203,1.188,1.468,0.677,1.389,0.735,1.215,0.618,0.988,3.779,1.011,3.75,0.933,2.169,0.461,0.764,0.584,0.529,0.87,0.978,0.022,0.992,0.994,0,0.334,0,3.954,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.236,0.809,1.754,0.57,4.044,0.932,27.273,1.89,0,0
997,5001,1.037,1.159,0.997,1.487,0.677,1.456,0.664,0.932,0.525,0.844,3.64,0.872,3.608,0.895,2.198,0.455,0.697,0.486,0.456,0.801,0.968,0.032,0.991,0.839,0,0.205,0,3.377,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.492,0.67,1.474,0.679,3.489,0.837,26.316,2.193,1.095,0.673
5673,9465,1.262,1.358,1.377,1.747,0.676,1.715,0.667,1.367,0.852,1.251,4.266,1.268,4.238,0.929,2.583,0.387,0.722,0.522,0.389,0.864,0.986,0.014,0.994,1.059,0,0.185,0,5.003,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.269,0.788,2.036,0.491,5.074,1.027,30.455,2.572,1.249,0.717
2062,6280,1.213,1.304,1.258,1.592,0.676,1.629,0.668,1.27,0.709,1.156,4.095,1.177,4.055,0.931,2.355,0.425,0.762,0.581,0.41,0.866,0.982,0.018,0.99,1.074,0,0.177,0,4.625,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.266,0.79,1.861,0.537,4.709,0.967,24,2.441,1.213,0.695
2579,6889,1.239,1.33,1.334,1.659,0.676,1.688,0.67,1.337,0.783,1.206,4.178,1.219,4.163,0.932,2.455,0.407,0.747,0.558,0.397,0.868,0.99,0.01,0.996,1.076,0,0.196,0,4.826,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.244,0.804,1.974,0.507,4.874,1.005,20.625,2.519,1.276,0.678
8993,12423,1.43,1.527,1.534,1.987,0.676,1.828,0.689,1.542,1.078,1.607,4.796,1.636,4.723,0.937,2.94,0.34,0.72,0.518,0.377,0.878,0.982,0.018,0.985,1.197,0,0.184,0,6.428,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.296,0.772,2.269,0.441,6.544,1.105,24.706,2.653,1.393,0.706
7981,11385,1.222,1.334,1.077,1.883,0.676,1.97,0.709,1.06,0.718,1.172,4.191,1.178,4.183,0.916,2.788,0.359,0.649,0.421,0.36,0.839,0.995,0.005,0.998,0.922,0,0.191,0,4.69,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.748,0.572,1.595,0.627,4.713,0.876,23.5,2.778,1.382,0.811
1600,5719,1.107,1.255,1.001,1.632,0.675,1.67,0.631,0.985,0.578,0.962,3.941,0.985,3.917,0.882,2.416,0.414,0.678,0.46,0.378,0.778,0.977,0.023,0.994,0.873,0,0.181,0,3.85,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.631,0.613,1.482,0.675,3.939,0.838,20.526,2.645,1.341,0.578
1119,5145,1.077,1.23,1.093,1.68,0.675,1.67,0.68,1.065,0.649,0.912,3.864,0.948,3.804,0.876,2.489,0.402,0.641,0.411,0.408,0.767,0.962,0.038,0.984,0.804,0,0.2,0,3.647,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.537,0.651,1.62,0.617,3.793,0.884,27.727,2.454,1.323,0.661
2879,7160,1.152,1.223,1.19,1.767,0.675,1.695,0.698,1.15,0.742,1.043,3.843,1.061,3.814,0.942,2.619,0.382,0.652,0.425,0.412,0.887,0.982,0.018,0.992,0.875,0,0.185,0,4.17,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.485,0.673,1.763,0.567,4.245,0.932,26.786,2.43,0,0
7009,10511,1.444,1.681,1.171,2.612,0.674,2.666,0.636,1.167,1.08,1.638,5.28,1.699,5.219,0.859,3.872,0.258,0.553,0.306,0.239,0.738,0.964,0.036,0.989,0.93,0,0.194,0,6.551,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.23,0.448,1.737,0.576,6.797,0.923,22.8,4.191,2.178,0.952
4545,8545,1.237,1.319,1.291,1.576,0.674,1.624,0.672,1.283,0.719,1.202,4.144,1.226,4.106,0.938,2.337,0.428,0.785,0.616,0.414,0.88,0.981,0.019,0.991,1.131,0,0.189,0,4.808,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.221,0.819,1.915,0.522,4.904,0.983,23.871,2.417,1.156,0.73
4293,8355,1.007,1.091,0.903,1.476,0.674,1.476,0.687,0.911,0.47,0.796,3.429,0.806,3.41,0.922,2.189,0.457,0.682,0.465,0.466,0.851,0.987,0.013,0.995,0.8,0,0.202,0,3.183,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.634,0.612,1.339,0.747,3.226,0.788,30.435,2.147,0,0
9723,13201,1.277,1.313,1.244,1.711,0.673,1.688,0.668,1.263,0.751,1.28,4.126,1.287,4.118,0.972,2.542,0.393,0.746,0.557,0.396,0.945,0.995,0.005,0.998,1.111,0,0.17,0,5.122,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.376,0.727,1.847,0.541,5.146,0.959,22.5,2.527,0,0
9366,12810,1.159,1.231,1.208,1.561,0.673,1.523,0.684,1.208,0.664,1.055,3.868,1.064,3.853,0.941,2.32,0.431,0.742,0.551,0.449,0.886,0.991,0.009,0.996,1.004,0,0.189,0,4.218,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.292,0.774,1.795,0.557,4.257,0.94,24.211,2.226,0,0
5629,9428,1.204,1.275,1.257,1.629,0.672,1.636,0.652,1.244,0.721,1.138,4.006,1.15,3.992,0.944,2.422,0.413,0.739,0.546,0.399,0.891,0.989,0.011,0.997,1.039,0,0.183,0,4.551,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.296,0.772,1.87,0.535,4.599,0.965,26.19,2.509,0,0
6303,9912,1.345,1.529,1.403,2.055,0.672,2.023,0.66,1.319,1.015,1.421,4.803,1.476,4.742,0.88,3.056,0.327,0.654,0.428,0.326,0.774,0.963,0.037,0.987,1.028,0,0.183,0,5.682,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.465,0.683,2.086,0.479,5.903,1.038,24.444,3.067,1.66,0.625
6288,9901,1.234,1.319,1.321,1.638,0.672,1.609,0.699,1.395,0.761,1.196,4.144,1.212,4.13,0.935,2.436,0.411,0.754,0.568,0.434,0.875,0.986,0.014,0.997,1.086,0,0.189,0,4.784,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.24,0.806,1.964,0.509,4.849,0.997,27.222,2.303,0,0
7822,11228,1.315,1.387,1.407,1.734,0.671,1.723,0.682,1.378,0.858,1.358,4.356,1.377,4.336,0.948,2.583,0.387,0.758,0.575,0.396,0.899,0.986,0.014,0.995,1.166,0,0.178,0,5.432,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.233,0.811,2.095,0.477,5.509,1.039,23.2,2.525,1,0.854
9423,12870,1.51,1.63,1.624,1.91,0.671,1.827,0.687,1.624,1.09,1.79,5.122,1.842,5.082,0.926,2.845,0.352,0.791,0.625,0.376,0.858,0.972,0.028,0.992,1.397,0,0.17,0,7.162,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.176,0.85,2.418,0.413,7.369,1.147,28.333,2.659,1.442,0.667
1873,6041,1.334,1.399,1.402,1.829,0.671,1.826,0.671,1.385,0.901,1.398,4.394,1.419,4.368,0.954,2.726,0.367,0.729,0.532,0.367,0.91,0.985,0.015,0.994,1.138,0,0.19,0,5.591,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.305,0.766,2.089,0.479,5.675,1.036,28.5,2.722,1.019,0.757
6895,10394,1.133,1.225,1.124,1.45,0.671,1.489,0.698,1.108,0.572,1.008,3.847,1.029,3.811,0.925,2.16,0.463,0.781,0.61,0.469,0.855,0.979,0.021,0.99,1.036,0,0.409,1.031,4.03,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.29,0.775,1.675,0.597,4.115,0.898,24.091,2.133,0,0
4346,8394,1.455,1.625,1.473,2.381,0.671,2.509,0.657,1.441,1.232,1.663,5.104,1.696,5.065,0.896,3.549,0.282,0.611,0.373,0.262,0.802,0.98,0.02,0.992,1.041,0,0.218,0,6.65,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.617,0.619,2.195,0.456,6.784,1.072,28.571,3.819,2.069,0.654
2313,6576,1.39,1.538,1.099,1.957,0.671,2.055,0.663,1.134,0.755,1.517,4.832,1.545,4.812,0.904,2.917,0.343,0.71,0.504,0.323,0.817,0.982,0.018,0.996,1.155,0,0.171,0,6.069,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.781,0.561,1.637,0.611,6.181,0.885,28.929,3.097,1.487,0.666
2501,6789,1.325,1.424,1.322,1.782,0.67,1.73,0.662,1.309,0.827,1.379,4.473,1.407,4.43,0.93,2.658,0.376,0.743,0.553,0.383,0.866,0.98,0.02,0.99,1.154,0,0.176,0,5.515,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.349,0.742,1.971,0.507,5.627,0.996,32.5,2.613,1.285,0.643
1018,5017,1.185,1.255,1.228,1.481,0.669,1.469,0.679,1.204,0.637,1.102,3.942,1.119,3.916,0.944,2.212,0.452,0.8,0.64,0.462,0.891,0.985,0.015,0.993,1.112,0,0.214,0,4.409,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.206,0.829,1.835,0.545,4.478,0.949,25,2.164,0,0
6690,10211,1.084,1.156,1.17,1.498,0.669,1.487,0.672,1.17,0.614,0.923,3.631,0.934,3.617,0.938,2.239,0.447,0.724,0.524,0.452,0.88,0.988,0.012,0.996,0.921,0,0.186,0,3.692,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.281,0.781,1.748,0.572,3.736,0.919,21.875,2.212,0,0
3648,7847,1.275,1.375,1.329,1.726,0.667,1.78,0.679,1.361,0.801,1.278,4.319,1.285,4.309,0.928,2.587,0.386,0.739,0.546,0.381,0.861,0.994,0.006,0.998,1.11,0,0.18,0,5.11,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.298,0.77,1.993,0.502,5.142,0.998,17.5,2.623,1.304,0.725
1863,6032,1.283,1.433,1.362,1.917,0.667,1.894,0.678,1.367,0.911,1.294,4.502,1.31,4.487,0.895,2.875,0.348,0.669,0.448,0.358,0.802,0.987,0.013,0.997,1.012,0,0.189,0,5.174,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.408,0.71,2.042,0.49,5.241,1.014,20.385,2.794,1.531,0.639
2744,7043,1.084,1.234,1.038,1.493,0.667,1.455,0.667,1.012,0.541,0.923,3.877,0.975,3.779,0.878,2.24,0.446,0.726,0.527,0.458,0.771,0.946,0.054,0.975,0.926,0,0.172,0,3.691,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.439,0.695,1.556,0.643,3.9,0.852,35.484,2.182,1.132,0.635
7909,11316,1.196,1.304,1.286,1.648,0.666,1.632,0.645,1.286,0.74,1.123,4.098,1.14,4.077,0.917,2.473,0.404,0.725,0.526,0.395,0.84,0.985,0.015,0.995,1.022,0,0.191,0,4.491,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.281,0.781,1.93,0.518,4.56,0.976,31.923,2.529,1.168,0.775
842,4828,1.292,1.395,1.283,2.006,0.666,1.939,0.661,1.288,0.898,1.311,4.384,1.335,4.35,0.926,3.012,0.332,0.644,0.415,0.341,0.858,0.982,0.018,0.992,0.981,0,0.177,0,5.246,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.564,0.639,1.926,0.519,5.341,0.975,28.261,2.934,1.604,0.604
707,4653,1.342,1.448,1.466,1.933,0.666,1.825,0.72,1.386,0.988,1.413,4.548,1.438,4.519,0.927,2.904,0.344,0.694,0.482,0.394,0.859,0.983,0.017,0.994,1.098,0,0.179,0,5.654,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.319,0.758,2.202,0.454,5.753,1.066,21.905,2.536,1.218,0.777
5361,9205,1.255,1.378,1.357,1.725,0.666,1.771,0.684,1.301,0.816,1.236,4.329,1.259,4.301,0.91,2.591,0.386,0.727,0.529,0.386,0.829,0.982,0.018,0.993,1.077,0,0.184,0,4.945,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.271,0.787,2.038,0.491,5.035,1.011,24.286,2.588,1.347,0.691
4144,8210,1.048,1.159,0.907,1.524,0.666,1.561,0.667,0.912,0.482,0.863,3.641,0.88,3.612,0.905,2.289,0.437,0.688,0.473,0.427,0.818,0.981,0.019,0.992,0.851,0,0.366,0.118,3.454,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.68,0.595,1.363,0.734,3.52,0.786,31.176,2.34,1.164,0.629
2677,6976,1.653,1.917,1.516,2.597,0.665,2.618,0.695,1.443,1.372,2.147,6.024,2.174,6.003,0.862,3.902,0.256,0.637,0.405,0.266,0.743,0.987,0.013,0.996,1.242,0,0.175,0,8.587,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.713,0.584,2.278,0.439,8.698,1.091,26.452,3.765,2.118,0.668
462,4319,1.435,1.627,1.655,2.092,0.665,2.029,0.657,1.635,1.206,1.617,5.11,1.679,4.975,0.882,3.144,0.318,0.686,0.471,0.324,0.778,0.964,0.036,0.973,1.162,0,0.199,0,6.47,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.264,0.791,2.487,0.402,6.714,1.16,26.875,3.086,1.729,0.592
9825,13330,1.21,1.381,1.121,1.887,0.664,1.779,0.66,1.137,0.736,1.15,4.34,1.182,4.296,0.876,2.842,0.352,0.641,0.411,0.371,0.768,0.973,0.027,0.99,0.918,0,0.213,0,4.602,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.683,0.594,1.688,0.592,4.728,0.893,30.417,2.694,1.484,0.631
993,4996,1.224,1.306,1.344,1.458,0.664,1.448,0.696,1.359,0.681,1.176,4.102,1.211,4.037,0.937,2.196,0.455,0.839,0.705,0.481,0.878,0.971,0.029,0.984,1.216,0,0.178,0,4.703,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.085,0.922,2.025,0.494,4.844,1.004,27.647,2.081,0,0
2094,6320,1.135,1.178,1.248,1.495,0.663,1.416,0.688,1.245,0.648,1.012,3.702,1.023,3.686,0.963,2.254,0.444,0.759,0.576,0.486,0.928,0.989,0.011,0.996,1.02,0,0.18,0,4.047,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.198,0.835,1.881,0.532,4.091,0.956,22.273,2.057,0,0
7736,11149,1.346,1.424,1.319,1.876,0.663,1.853,0.698,1.31,0.859,1.423,4.475,1.446,4.449,0.945,2.831,0.353,0.717,0.515,0.377,0.893,0.984,0.016,0.994,1.144,0,0.221,0,5.69,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.422,0.703,1.991,0.502,5.785,0.991,26.923,2.655,1.057,0.795
5506,9321,1.164,1.245,1.283,1.551,0.663,1.509,0.664,1.367,0.69,1.064,3.912,1.082,3.891,0.935,2.341,0.427,0.75,0.563,0.44,0.874,0.984,0.016,0.995,1.035,0,0.189,0,4.255,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.209,0.827,1.936,0.516,4.326,0.973,22.5,2.274,0,0
10002,13602,1.268,1.365,1.358,1.825,0.663,1.726,0.667,1.29,0.86,1.262,4.289,1.289,4.26,0.928,2.754,0.363,0.695,0.483,0.387,0.862,0.979,0.021,0.993,1.044,0,0.189,0,5.048,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.343,0.745,2.05,0.488,5.155,1.011,22.174,2.587,1,0.745
8569,11992,1.048,1.134,1.065,1.512,0.662,1.384,0.699,1.077,0.559,0.863,3.561,0.885,3.532,0.925,2.284,0.438,0.693,0.48,0.505,0.855,0.975,0.025,0.992,0.862,0,0.198,0,3.452,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.42,0.704,1.608,0.622,3.539,0.864,31.905,1.981,0,0
63,3708,1.446,1.562,1.462,2.066,0.662,1.992,0.698,1.504,1.047,1.641,4.908,1.668,4.878,0.925,3.12,0.321,0.7,0.49,0.35,0.856,0.984,0.016,0.994,1.2,0,0.17,0,6.565,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.413,0.708,2.207,0.453,6.671,1.062,23.81,2.854,1.472,0.801
2581,6889,1.221,1.272,1.329,1.543,0.662,1.467,0.66,1.315,0.711,1.171,3.996,1.186,3.975,0.96,2.331,0.429,0.792,0.627,0.45,0.922,0.987,0.013,0.995,1.147,0,0.187,0,4.686,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.161,0.861,2.007,0.498,4.746,0.995,24.091,2.222,0,0
9668,13144,0.938,0.962,0.921,1.117,0.662,1.106,0.68,0.946,0.357,0.691,3.022,0.695,3.014,0.975,1.688,0.593,0.84,0.705,0.615,0.951,0.994,0.006,0.997,0.934,0,0.191,0,2.764,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.213,0.825,1.392,0.719,2.781,0.792,29.231,1.626,0,0
287,4070,1.337,1.443,1.471,1.718,0.662,1.705,0.627,1.481,0.876,1.403,4.532,1.439,4.498,0.927,2.597,0.385,0.778,0.605,0.368,0.858,0.975,0.025,0.993,1.234,0,0.163,0,5.612,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.168,0.856,2.223,0.45,5.756,1.066,25.714,2.718,1.311,0.595
731,4682,1.213,1.318,1.206,1.696,0.662,1.69,0.674,1.219,0.708,1.155,4.141,1.169,4.124,0.92,2.563,0.39,0.715,0.511,0.399,0.846,0.988,0.012,0.996,1.03,0,0.183,0,4.62,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.407,0.711,1.822,0.549,4.675,0.934,28.571,2.506,1.182,0.719
9912,13457,1.142,1.196,1.222,1.445,0.661,1.415,0.669,1.239,0.612,1.025,3.757,1.031,3.749,0.955,2.185,0.458,0.791,0.625,0.473,0.912,0.994,0.006,0.998,1.072,0,0.24,0,4.1,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.182,0.846,1.848,0.541,4.122,0.942,26,2.116,0,0
57,3694,1.181,1.275,1.243,1.696,0.661,1.702,0.665,1.227,0.73,1.096,4.007,1.11,3.994,0.926,2.565,0.39,0.696,0.485,0.391,0.858,0.988,0.012,0.997,0.977,0,0.187,0,4.385,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.364,0.733,1.88,0.532,4.438,0.952,21.667,2.558,1.18,0.713
2321,6580,1.238,1.373,1.388,1.638,0.661,1.669,0.686,1.366,0.787,1.203,4.313,1.244,4.201,0.902,2.478,0.404,0.756,0.571,0.411,0.813,0.967,0.033,0.974,1.111,0,0.187,0,4.814,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.181,0.847,2.098,0.477,4.978,1.024,32.143,2.433,1.563,0.641
3887,8057,1.125,1.263,0.896,1.592,0.661,1.643,0.647,0.952,0.494,0.995,3.967,1.016,3.93,0.891,2.408,0.415,0.707,0.5,0.394,0.794,0.979,0.021,0.991,0.945,0,0.192,0,3.978,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.776,0.563,1.356,0.738,4.065,0.779,23.913,2.538,1.218,0.647
1478,5570,1.226,1.417,1.302,2.064,0.661,2.018,0.653,1.369,0.93,1.18,4.452,1.225,4.397,0.865,3.122,0.32,0.594,0.353,0.323,0.748,0.963,0.037,0.988,0.865,0,0.196,0.237,4.72,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.585,0.631,1.97,0.508,4.901,0.981,32.083,3.092,1.565,0.827
2476,6769,1.223,1.284,1.383,1.636,0.661,1.626,0.662,1.399,0.782,1.175,4.035,1.182,4.024,0.952,2.476,0.404,0.748,0.559,0.407,0.907,0.994,0.006,0.997,1.087,0,0.19,0,4.7,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.183,0.845,2.093,0.478,4.73,1.022,28.182,2.455,0,0
